Quantity,UnitPrice,Discount,ShippingCost,SalesChannel,PaymentMethod,Cluster
34,85.81,0.26,13.51,Online,paypall,5
23,87.12,0.44,25.62,Online,Credit Card,1
12,82.7,0.47,13.91,Online,paypall,5
19,48.56,0.25,21.45,Online,Credit Card,1
43,82.45,0.44,13.58,Online,Credit Card,1
32,86.17,0.04000000000000001,19.46,Online,Credit Card,1
31,74.35,0.46,13.16,Online,Bank Transfer,4
2,84.24,0.25,29.44,In-store,Bank Transfer,3
29,5.799999999999997,0.2,19.19,Online,Credit Card,1
39,48.22,0.47,25.05,Online,Bank Transfer,4
21,74.73,0.44,11.03,In-store,paypall,0
17,96.3,0.26,20.92,In-store,Bank Transfer,3
35,29.38,0.16,28.25,In-store,Bank Transfer,3
18,76.27,0.36,19.82,In-store,paypall,0
7,54.67,0.42,6.73,Online,paypall,5
28,71.19,0.45,28.13,In-store,Bank Transfer,3
46,97.3,0.46,16.1,Online,Bank Transfer,4
5,35.61,0.29,13.45,Online,Credit Card,1
27,29.0,0.29,7.15,Online,Bank Transfer,4
19,68.44,0.28,16.43,Online,Bank Transfer,4
28,69.85,0.04999999999999999,23.76,In-store,Credit Card,2
34,8.149999999999999,0.34,28.34,Online,Bank Transfer,4
5,84.88,0.41,18.38,Online,Bank Transfer,4
37,87.17,0.31,27.77,In-store,Bank Transfer,3
30,97.46,0.24,7.01,Online,Bank Transfer,4
24,13.920000000000002,0.16,24.99,Online,paypall,5
37,64.64,0.17,15.79,Online,Credit Card,1
19,32.87,0.33,19.03,In-store,Credit Card,2
19,32.06,0.41,10.3,Online,paypall,5
20,16.229999999999997,0.42,19.6,Online,paypall,5
49,2.6600000000000037,0.010000000000000009,25.05,In-store,paypall,0
32,16.21,0.47,19.12,Online,Bank Transfer,4
13,69.66,0.26,19.68,Online,paypall,5
40,71.78,0.09,8.63,In-store,Credit Card,2
19,62.56,0.2,27.63,In-store,Credit Card,2
17,95.86,0.010000000000000009,5.940000000000001,In-store,Bank Transfer,3
24,96.85,0.31,11.26,Online,Bank Transfer,4
16,6.839999999999996,0.16,17.54,Online,Credit Card,1
44,55.85,0.010000000000000009,25.74,Online,paypall,5
17,61.5,0.24,11.5,Online,Credit Card,1
3,98.13,0.10999999999999999,19.45,Online,Bank Transfer,4
18,56.55,0.10999999999999999,21.33,In-store,paypall,0
14,13.030000000000001,0.21,6.27,Online,paypall,5
43,42.23,0.04999999999999999,25.07,In-store,Credit Card,2
3,33.04,0.22,21.59,Online,Credit Card,1
25,19.16,0.5,27.71,In-store,Credit Card,2
44,65.69,0.28,29.12,Online,Credit Card,1
7,69.78,0.4,24.86,In-store,paypall,0
39,46.41,0.13,18.15,Online,Credit Card,1
25,82.62,0.4,17.89,In-store,paypall,0
17,69.83,0.28,22.55,In-store,Credit Card,2
12,59.52,0.24,14.66,Online,paypall,5
7,94.39,0.36,23.65,In-store,Bank Transfer,3
28,14.96,0.24,24.39,Online,paypall,5
34,17.940000000000005,0.29,16.0,In-store,paypall,0
49,49.02,0.2,26.72,In-store,paypall,0
27,6.829999999999998,0.10999999999999999,5.300000000000001,In-store,Credit Card,2
35,71.76,0.4,18.73,Online,Bank Transfer,4
48,29.34,0.17,20.45,Online,paypall,5
5,37.82,0.010000000000000009,20.01,In-store,Bank Transfer,3
8,17.32,0.47,14.41,Online,paypall,5
14,17.82,0.35,7.76,Online,Bank Transfer,4
46,4.979999999999997,0.35,27.59,In-store,Credit Card,2
17,13.920000000000002,0.23,14.82,In-store,Bank Transfer,3
35,21.37,0.5,16.56,Online,paypall,5
47,88.21,0.5,24.37,In-store,Credit Card,2
22,51.04,0.22,22.53,In-store,Bank Transfer,3
12,72.04,0.01999999999999999,23.69,Online,Bank Transfer,4
4,94.93,0.29,27.99,In-store,paypall,0
12,52.7,0.18,26.02,In-store,Credit Card,2
26,50.16,0.45,6.67,Online,Bank Transfer,4
34,90.83,0.37,21.82,Online,Bank Transfer,4
29,14.04,0.32,5.789999999999999,In-store,Credit Card,2
31,44.61,0.46,15.94,Online,Bank Transfer,4
2,12.990000000000002,0.14,25.09,Online,Credit Card,1
34,61.81,0.04000000000000001,10.31,Online,Credit Card,1
27,4.229999999999997,0.22,14.92,Online,paypall,5
13,93.03,0.28,7.23,In-store,Credit Card,2
13,25.75,0.04999999999999999,5.07,Online,Credit Card,1
42,54.66,0.12,12.67,Online,Bank Transfer,4
20,54.72,0.25,5.91,In-store,paypall,0
44,22.42,0.29,18.96,In-store,Bank Transfer,3
3,96.93,0.04999999999999999,13.17,In-store,paypall,0
17,41.45,0.25,27.8,Online,paypall,5
16,23.13,0.13,10.8,Online,paypall,5
38,22.51,0.47,17.79,Online,Credit Card,1
19,55.02,0.14,13.2,Online,Bank Transfer,4
3,10.130000000000003,0.23,17.61,In-store,paypall,0
36,83.02,0.38,5.92,In-store,Credit Card,2
8,18.82,0.21,20.35,In-store,Credit Card,2
39,98.39,0.46,24.25,Online,Bank Transfer,4
33,96.59,0.36,11.72,In-store,paypall,0
22,54.66,0.08000000000000002,24.89,Online,Credit Card,1
48,64.38,0.01999999999999999,29.95,Online,Credit Card,1
46,29.64,0.31,11.24,In-store,Bank Transfer,3
33,27.62,0.25,15.93,In-store,Bank Transfer,3
16,27.67,0.21,7.48,In-store,Credit Card,2
37,61.23,0.16,5.41,Online,Bank Transfer,4
29,63.68,0.36,11.41,Online,paypall,5
16,78.01,0.16,15.64,In-store,Credit Card,2
4,80.0,0.45,28.51,Online,Bank Transfer,4
38,97.27,0.28,19.63,In-store,Bank Transfer,3
28,28.7,0.36,6.199999999999999,In-store,Credit Card,2
5,97.98,0.31,28.16,In-store,Bank Transfer,3
44,49.29,0.49,11.75,Online,Bank Transfer,4
19,22.16,0.03,13.5,In-store,Credit Card,2
29,52.02,0.17,26.8,In-store,Credit Card,2
6,92.38,0.14,5.74,Online,Bank Transfer,4
15,5.140000000000001,0.06,25.38,Online,Credit Card,1
48,46.92,0.35,14.55,Online,paypall,5
1,80.05,0.34,22.88,Online,Credit Card,1
32,29.12,0.10999999999999999,7.940000000000001,Online,Credit Card,1
11,25.74,0.16,10.030000000000001,In-store,Bank Transfer,3
18,64.0,0.37,29.87,Online,Credit Card,1
18,96.91,0.01999999999999999,20.09,Online,Bank Transfer,4
14,6.32,0.13,24.4,Online,Bank Transfer,4
26,74.04,0.45,7.26,Online,Credit Card,1
8,48.3,0.17,24.62,Online,paypall,5
2,5.399999999999999,0.24,23.24,In-store,Bank Transfer,3
29,25.72,0.4,9.59,In-store,Bank Transfer,3
17,44.17,0.2,7.5,In-store,paypall,0
29,24.55,0.19,8.45,In-store,Bank Transfer,3
49,69.81,0.14,29.92,Online,Credit Card,1
25,23.3,0.08000000000000002,16.71,Online,paypall,5
30,77.52,0.38,29.18,In-store,Bank Transfer,3
8,1.7299999999999969,0.28,28.44,Online,Credit Card,1
34,41.75,0.33,6.960000000000001,Online,Bank Transfer,4
11,49.95,0.01999999999999999,23.05,Online,paypall,5
32,93.28,0.34,17.6,In-store,Credit Card,2
33,1.0700000000000003,0.35,18.83,In-store,paypall,0
48,16.449999999999996,0.39,10.59,Online,Bank Transfer,4
28,67.43,0.28,11.68,Online,Bank Transfer,4
22,44.0,0.15,18.51,Online,paypall,5
49,79.59,0.47,26.92,In-store,Credit Card,2
11,27.49,0.2,24.65,Online,paypall,5
34,14.14,0.43,19.87,In-store,Bank Transfer,3
3,60.71,0.09,29.44,In-store,Credit Card,2
12,54.12,0.43,28.79,In-store,Bank Transfer,3
12,50.4,0.09,21.91,In-store,Credit Card,2
32,56.8,0.42,26.69,In-store,Bank Transfer,3
49,45.06,0.26,18.96,In-store,Credit Card,2
42,12.719999999999999,0.23,18.3,In-store,Bank Transfer,3
5,56.15,0.42,22.61,In-store,paypall,0
45,2.229999999999997,0.22,26.99,In-store,paypall,0
10,94.09,0.08000000000000002,13.2,In-store,Credit Card,2
40,85.73,0.04999999999999999,8.75,Online,Credit Card,1
8,26.49,0.19,10.52,Online,Credit Card,1
8,35.51,0.25,11.25,In-store,Bank Transfer,3
25,66.9,0.1,9.14,Online,paypall,5
14,73.35,0.25,23.65,Online,Credit Card,1
40,72.04,0.01999999999999999,15.42,In-store,Bank Transfer,3
21,5.829999999999998,0.22,7.800000000000001,Online,paypall,5
6,54.55,0.04999999999999999,5.120000000000001,Online,Bank Transfer,4
38,7.770000000000003,0.19,7.190000000000001,Online,Bank Transfer,4
41,41.81,0.23,25.64,In-store,Credit Card,2
31,87.71,0.01999999999999999,27.45,Online,Bank Transfer,4
22,75.58,0.01999999999999999,8.97,In-store,paypall,0
35,87.07,0.43,5.870000000000001,In-store,Bank Transfer,3
19,52.62,0.33,22.19,In-store,paypall,0
40,78.25,0.45,9.969999999999999,Online,paypall,5
39,44.0,0.12,6.690000000000001,Online,Credit Card,1
13,4.990000000000002,0.39,27.48,In-store,Bank Transfer,3
22,12.43,0.01999999999999999,17.69,In-store,Credit Card,2
43,57.56,0.42,25.88,In-store,Bank Transfer,3
47,34.68,0.26,14.32,Online,Credit Card,1
19,10.079999999999998,0.010000000000000009,29.51,In-store,Bank Transfer,3
21,72.4,0.33,25.64,In-store,Credit Card,2
3,11.93,0.01999999999999999,21.39,In-store,paypall,0
10,2.549999999999997,0.33,15.05,Online,Credit Card,1
45,17.190000000000005,0.18,12.05,In-store,Bank Transfer,3
25,94.03,0.45,8.58,In-store,Bank Transfer,3
46,82.64,0.38,15.79,Online,paypall,5
37,71.41,0.39,17.05,Online,Credit Card,1
6,64.87,0.36,12.29,Online,paypall,5
29,71.57,0.4,10.85,In-store,Bank Transfer,3
12,76.23,0.15,29.22,In-store,Credit Card,2
1,99.33,0.48,12.81,In-store,Credit Card,2
8,55.62,0.04000000000000001,20.2,In-store,paypall,0
2,24.74,0.18,14.43,Online,Credit Card,1
8,4.140000000000001,0.42,15.46,In-store,Bank Transfer,3
43,28.09,0.19,22.61,In-store,paypall,0
4,53.5,0.10999999999999999,20.29,Online,Bank Transfer,4
49,32.37,0.4,29.56,Online,paypall,5
13,10.93,0.07,20.02,In-store,paypall,0
29,80.68,0.31,5.41,Online,paypall,5
41,57.34,0.24,18.1,In-store,Bank Transfer,3
41,43.34,0.04000000000000001,7.190000000000001,In-store,paypall,0
36,38.61,0.24,23.07,In-store,paypall,0
15,61.12,0.16,28.73,Online,Credit Card,1
8,57.55,0.48,18.94,Online,paypall,5
24,37.85,0.23,5.370000000000001,Online,Bank Transfer,4
17,91.83,0.19,13.19,In-store,Credit Card,2
31,61.95,0.44,21.49,In-store,paypall,0
28,57.33,0.46,11.4,Online,Credit Card,1
20,51.01,0.49,10.72,In-store,Credit Card,2
17,70.47,0.15,11.23,In-store,Credit Card,2
45,65.49,0.04000000000000001,28.91,In-store,Bank Transfer,3
12,70.86,0.13,17.99,In-store,Bank Transfer,3
12,10.850000000000001,0.23,6.67,In-store,Credit Card,2
2,77.71,0.17,22.41,Online,paypall,5
44,39.51,0.4,28.02,In-store,paypall,0
27,21.27,0.09,16.07,Online,paypall,5
18,3.030000000000001,0.07,5.93,Online,Bank Transfer,4
8,72.69,0.42,23.15,Online,Credit Card,1
28,82.63,0.43,12.02,In-store,Bank Transfer,3
35,37.03,0.2,21.41,In-store,Bank Transfer,3
25,19.09,0.4,9.37,In-store,Credit Card,2
14,40.76,0.33,12.42,Online,Credit Card,1
35,20.9,0.45,16.57,In-store,Credit Card,2
36,72.26,0.42,19.46,Online,Bank Transfer,4
34,98.68,0.47,25.0,In-store,Credit Card,2
46,5.5,0.44,10.81,In-store,Bank Transfer,3
18,41.67,0.12,14.49,In-store,Credit Card,2
41,62.94,0.07,13.22,In-store,Credit Card,2
2,21.33,0.26,20.54,In-store,Credit Card,2
22,75.9,0.09,15.65,Online,Credit Card,1
37,81.12,0.32,6.24,Online,Credit Card,1
3,19.530000000000005,0.44,29.9,In-store,paypall,0
47,47.43,0.010000000000000009,6.24,In-store,paypall,0
38,96.01,0.21,23.75,Online,paypall,5
48,2.1899999999999977,0.10999999999999999,25.42,Online,Bank Transfer,4
3,86.99,0.12,6.07,Online,paypall,5
8,41.22,0.43,26.0,In-store,paypall,0
21,11.82,0.48,10.2,In-store,Credit Card,2
39,87.02,0.27,28.49,Online,Bank Transfer,4
22,86.55,0.33,27.01,In-store,paypall,0
28,64.53,0.29,15.46,In-store,paypall,0
11,12.11,0.25,9.89,Online,paypall,5
13,91.65,0.15,15.07,In-store,Credit Card,2
39,86.46,0.25,7.85,Online,paypall,5
17,87.77,0.38,20.03,Online,Bank Transfer,4
28,44.49,0.03,13.27,Online,Bank Transfer,4
32,92.26,0.04000000000000001,21.3,Online,Bank Transfer,4
4,17.240000000000002,0.010000000000000009,5.370000000000001,In-store,Bank Transfer,3
21,86.08,0.49,7.91,Online,paypall,5
43,35.56,0.17,10.11,Online,Credit Card,1
20,86.31,0.29,21.12,Online,Bank Transfer,4
30,32.92,0.46,7.24,In-store,Credit Card,2
41,74.12,0.24,15.75,Online,Bank Transfer,4
8,48.65,0.37,23.4,Online,Credit Card,1
21,50.62,0.27,21.63,Online,Credit Card,1
6,58.08,0.010000000000000009,17.29,Online,paypall,5
32,84.8,0.48,8.37,Online,Credit Card,1
34,95.09,0.5,19.27,In-store,paypall,0
1,41.62,0.49,21.11,In-store,Credit Card,2
33,60.64,0.19,25.74,In-store,paypall,0
31,45.39,0.21,13.71,In-store,Bank Transfer,3
20,49.01,0.07,22.43,In-store,Credit Card,2
8,76.02,0.3,23.52,Online,Credit Card,1
46,74.55,0.04000000000000001,27.33,Online,Bank Transfer,4
38,68.01,0.18,21.18,Online,Credit Card,1
46,24.89,0.01999999999999999,8.68,Online,paypall,5
31,76.96,0.03,8.51,Online,Bank Transfer,4
10,87.14,0.16,7.890000000000001,Online,paypall,5
38,94.72,0.10999999999999999,20.39,Online,Credit Card,1
30,40.81,0.33,28.84,Online,Credit Card,1
26,46.72,0.07,14.47,Online,Bank Transfer,4
11,84.35,0.03,14.52,In-store,Bank Transfer,3
22,30.9,0.34,29.18,Online,paypall,5
14,83.45,0.47,20.89,Online,Credit Card,1
21,85.82,0.18,19.22,Online,paypall,5
25,40.84,0.4,10.94,Online,paypall,5
23,99.95,0.41,25.47,In-store,Credit Card,2
34,38.64,0.08000000000000002,10.27,In-store,Bank Transfer,3
18,37.05,0.1,23.32,Online,Credit Card,1
19,46.88,0.18,28.9,In-store,paypall,0
10,18.89,0.26,29.56,Online,Bank Transfer,4
25,94.69,0.25,11.1,Online,paypall,5
23,54.12,0.48,11.07,In-store,Credit Card,2
16,70.16,0.3,12.06,Online,Credit Card,1
33,40.7,0.1,21.17,Online,Credit Card,1
31,5.18,0.07,21.49,Online,Credit Card,1
39,87.31,0.1,7.609999999999999,Online,Bank Transfer,4
15,81.28,0.01999999999999999,9.96,In-store,Bank Transfer,3
13,72.24,0.10999999999999999,11.1,Online,Bank Transfer,4
30,94.81,0.37,22.9,Online,paypall,5
28,26.3,0.36,18.89,Online,Bank Transfer,4
6,17.75,0.28,24.5,In-store,Bank Transfer,3
27,19.9,0.1,13.86,Online,Bank Transfer,4
41,24.21,0.1,20.14,In-store,Credit Card,2
13,64.87,0.14,20.06,Online,Bank Transfer,4
16,46.45,0.29,25.56,Online,paypall,5
6,92.91,0.31,7.77,Online,paypall,5
47,86.54,0.25,22.95,Online,Credit Card,1
40,55.97,0.18,7.9,Online,Bank Transfer,4
43,52.14,0.39,20.58,Online,paypall,5
8,83.61,0.26,23.71,In-store,paypall,0
2,50.58,0.36,20.53,In-store,Credit Card,2
2,58.44,0.01999999999999999,27.22,Online,Credit Card,1
37,44.52,0.12,26.86,Online,Bank Transfer,4
38,23.03,0.08000000000000002,21.49,In-store,Credit Card,2
23,24.97,0.09,22.08,In-store,paypall,0
7,92.48,0.35,21.16,Online,paypall,5
5,12.520000000000003,0.22,22.8,Online,paypall,5
11,50.81,0.34,15.22,In-store,Bank Transfer,3
25,71.41,0.04999999999999999,5.99,Online,paypall,5
3,53.46,0.34,10.83,In-store,Credit Card,2
34,49.06,0.010000000000000009,20.32,Online,Bank Transfer,4
33,36.98,0.12,15.17,Online,Bank Transfer,4
21,13.350000000000001,0.04999999999999999,7.890000000000001,In-store,Bank Transfer,3
34,73.86,0.22,16.99,In-store,Credit Card,2
19,97.94,0.16,25.59,Online,paypall,5
29,4.660000000000004,0.29,19.65,In-store,Credit Card,2
27,70.71,0.010000000000000009,8.48,In-store,paypall,0
20,98.75,0.010000000000000009,22.6,Online,paypall,5
42,36.34,0.38,28.07,In-store,Bank Transfer,3
35,52.14,0.0,25.25,Online,Credit Card,1
42,62.42,0.5,22.67,In-store,paypall,0
31,24.56,0.10999999999999999,11.6,In-store,Credit Card,2
12,34.46,0.04000000000000001,18.25,Online,Credit Card,1
36,35.3,0.37,8.1,In-store,Credit Card,2
43,14.839999999999996,0.07,24.34,In-store,Credit Card,2
44,15.68,0.14,15.2,In-store,Credit Card,2
13,66.94,0.26,14.49,In-store,paypall,0
41,49.87,0.47,27.03,Online,Credit Card,1
33,93.14,0.03,7.550000000000001,In-store,Bank Transfer,3
14,52.95,0.4,17.88,In-store,paypall,0
17,58.22,0.33,27.89,In-store,paypall,0
40,63.3,0.25,23.92,In-store,Credit Card,2
16,72.92,0.08000000000000002,14.3,In-store,Bank Transfer,3
11,15.149999999999999,0.16,23.28,Online,paypall,5
37,50.21,0.43,19.33,Online,Credit Card,1
12,56.96,0.12,28.28,In-store,Credit Card,2
47,43.77,0.07,21.92,Online,paypall,5
12,2.75,0.31,28.4,In-store,Credit Card,2
11,97.06,0.34,14.91,In-store,Bank Transfer,3
24,35.85,0.44,9.869999999999997,In-store,Credit Card,2
31,38.12,0.06,11.14,Online,Credit Card,1
31,92.57,0.5,11.2,Online,Credit Card,1
36,76.35,0.15,10.7,Online,paypall,5
45,5.490000000000002,0.010000000000000009,23.14,Online,paypall,5
23,66.58,0.03,13.62,Online,paypall,5
16,52.67,0.03,27.95,In-store,paypall,0
8,44.41,0.0,22.62,Online,paypall,5
26,89.97,0.28,7.4,Online,Credit Card,1
20,2.0,0.38,13.49,In-store,Credit Card,2
32,85.82,0.25,21.39,In-store,paypall,0
23,43.83,0.47,22.36,Online,paypall,5
32,12.61,0.4,9.719999999999999,Online,Credit Card,1
29,50.72,0.46,14.44,In-store,Bank Transfer,3
12,22.22,0.09,7.65,Online,paypall,5
37,14.899999999999999,0.01999999999999999,17.31,In-store,Credit Card,2
17,76.08,0.45,15.91,Online,Credit Card,1
30,91.25,0.41,13.42,Online,Bank Transfer,4
3,29.91,0.4,27.21,Online,Bank Transfer,4
1,77.19,0.46,29.17,Online,Bank Transfer,4
16,14.54,0.25,27.67,In-store,Bank Transfer,3
3,91.59,0.16,13.24,Online,Bank Transfer,4
49,33.5,0.23,12.54,Online,paypall,5
4,31.75,0.37,20.44,In-store,Bank Transfer,3
35,25.5,0.0,11.47,Online,paypall,5
1,49.94,0.01999999999999999,23.42,Online,paypall,5
43,35.62,0.12,16.69,In-store,Bank Transfer,3
40,38.7,0.25,27.2,In-store,paypall,0
30,90.31,0.21,8.83,Online,paypall,5
6,85.06,0.09,27.23,In-store,Bank Transfer,3
37,31.27,0.14,20.06,Online,paypall,5
37,4.299999999999997,0.15,12.49,Online,Bank Transfer,4
25,41.7,0.18,29.01,In-store,Credit Card,2
42,95.8,0.33,26.47,Online,Bank Transfer,4
46,43.44,0.08000000000000002,13.87,Online,paypall,5
23,98.0,0.21,7.6,In-store,Credit Card,2
47,73.81,0.18,13.13,In-store,Credit Card,2
15,33.28,0.18,25.56,In-store,Credit Card,2
27,77.74,0.31,19.97,Online,Bank Transfer,4
5,7.789999999999999,0.2,22.95,In-store,paypall,0
2,79.61,0.43,17.57,In-store,paypall,0
38,50.5,0.49,9.79,Online,Credit Card,1
31,52.81,0.31,27.68,Online,Bank Transfer,4
40,49.5,0.1,29.3,Online,paypall,5
30,74.66,0.04999999999999999,18.07,In-store,Bank Transfer,3
45,71.1,0.45,10.76,Online,Credit Card,1
39,39.9,0.46,6.0,Online,paypall,5
19,52.55,0.42,5.85,Online,paypall,5
4,69.95,0.0,23.27,In-store,Bank Transfer,3
27,18.88,0.48,19.81,Online,Credit Card,1
29,10.079999999999998,0.26,9.96,In-store,paypall,0
7,3.1700000000000017,0.32,8.46,In-store,Credit Card,2
42,19.76,0.5,11.14,Online,paypall,5
5,11.979999999999997,0.04999999999999999,24.29,In-store,paypall,0
31,70.25,0.36,11.89,In-store,Credit Card,2
39,82.36,0.27,19.2,Online,Bank Transfer,4
34,15.949999999999996,0.14,6.26,Online,paypall,5
20,46.71,0.33,23.6,In-store,Credit Card,2
29,12.339999999999996,0.28,19.99,Online,paypall,5
12,79.04,0.18,20.88,In-store,Credit Card,2
28,19.47,0.46,28.91,Online,Credit Card,1
40,37.74,0.44,11.58,Online,paypall,5
38,52.58,0.2,23.33,In-store,Bank Transfer,3
28,33.33,0.45,19.57,In-store,Bank Transfer,3
11,55.07,0.03,29.53,In-store,Bank Transfer,3
8,82.57,0.07,22.07,Online,Bank Transfer,4
31,88.7,0.09,17.93,In-store,paypall,0
24,70.08,0.22,23.98,Online,paypall,5
38,61.13,0.06,5.98,In-store,Credit Card,2
13,50.87,0.37,17.95,Online,Bank Transfer,4
22,76.78,0.24,5.42,Online,Bank Transfer,4
24,18.28,0.35,12.07,Online,Bank Transfer,4
20,42.08,0.06,22.51,Online,paypall,5
42,67.11,0.22,29.94,Online,Bank Transfer,4
12,38.6,0.4,25.24,Online,paypall,5
37,38.67,0.10999999999999999,11.31,In-store,Bank Transfer,3
29,5.390000000000001,0.34,27.9,In-store,Credit Card,2
37,56.87,0.07,13.21,Online,Bank Transfer,4
36,55.99,0.24,18.0,Online,paypall,5
40,91.95,0.42,23.21,In-store,Bank Transfer,3
11,11.61,0.2,6.440000000000001,In-store,Bank Transfer,3
14,54.39,0.07,26.51,Online,Credit Card,1
30,41.05,0.25,18.82,In-store,Bank Transfer,3
23,7.560000000000002,0.28,19.64,In-store,paypall,0
16,52.88,0.16,23.56,Online,paypall,5
31,56.39,0.22,26.86,Online,Credit Card,1
21,80.64,0.26,12.56,Online,paypall,5
21,80.21,0.48,26.7,Online,Credit Card,1
21,8.689999999999998,0.07,20.47,Online,paypall,5
39,71.03,0.33,23.11,Online,paypall,5
24,30.52,0.33,25.98,Online,Credit Card,1
17,17.46,0.29,27.88,In-store,Credit Card,2
17,65.0,0.14,24.16,In-store,paypall,0
38,32.32,0.07,28.84,In-store,paypall,0
8,84.17,0.29,16.28,Online,Bank Transfer,4
32,13.630000000000003,0.34,16.79,Online,paypall,5
48,26.58,0.37,12.22,In-store,Credit Card,2
40,88.71,0.06,22.04,In-store,paypall,0
6,71.56,0.09,8.78,Online,Credit Card,1
48,33.74,0.17,22.74,Online,Bank Transfer,4
18,78.54,0.28,5.48,In-store,Bank Transfer,3
22,11.759999999999998,0.17,8.72,Online,Credit Card,1
45,58.08,0.39,25.39,In-store,Bank Transfer,3
37,33.4,0.2,18.26,Online,Bank Transfer,4
29,20.66,0.36,24.01,In-store,Credit Card,2
24,83.4,0.44,23.0,Online,Credit Card,1
31,56.37,0.49,27.76,In-store,Credit Card,2
42,49.16,0.46,10.56,Online,Credit Card,1
2,62.17,0.45,24.61,Online,Bank Transfer,4
8,76.9,0.04000000000000001,6.07,In-store,paypall,0
46,90.7,0.22,11.27,Online,paypall,5
6,15.130000000000003,0.26,13.23,In-store,paypall,0
29,67.28,0.4,16.0,In-store,Bank Transfer,3
23,64.58,0.28,28.67,Online,Bank Transfer,4
40,29.74,0.13,24.51,In-store,Credit Card,2
33,17.759999999999998,0.23,29.29,In-store,paypall,0
16,34.51,0.24,25.71,Online,paypall,5
36,34.94,0.10999999999999999,5.109999999999999,In-store,paypall,0
28,83.41,0.01999999999999999,20.05,Online,Bank Transfer,4
24,77.25,0.31,11.84,In-store,paypall,0
43,98.73,0.07,11.84,Online,paypall,5
49,24.39,0.27,25.14,In-store,paypall,0
4,72.36,0.2,24.73,In-store,paypall,0
48,48.74,0.01999999999999999,24.56,Online,paypall,5
13,89.03,0.33,10.059999999999999,In-store,paypall,0
44,91.35,0.21,14.44,In-store,Bank Transfer,3
28,62.51,0.08000000000000002,12.57,In-store,Credit Card,2
30,8.910000000000004,0.34,10.2,Online,Credit Card,1
22,7.539999999999999,0.32,10.78,Online,Credit Card,1
31,78.43,0.41,26.72,In-store,Bank Transfer,3
7,31.33,0.3,9.690000000000001,Online,Bank Transfer,4
13,71.89,0.04999999999999999,7.309999999999999,Online,Credit Card,1
39,67.98,0.03,20.0,Online,Bank Transfer,4
29,24.44,0.44,12.8,Online,Credit Card,1
38,33.34,0.33,14.36,In-store,Credit Card,2
28,9.910000000000004,0.47,29.69,In-store,paypall,0
17,95.54,0.09,11.73,Online,Credit Card,1
24,8.719999999999999,0.03,5.640000000000001,Online,Bank Transfer,4
14,75.42,0.15,10.51,In-store,paypall,0
7,72.3,0.12,29.13,In-store,paypall,0
1,77.4,0.5,7.219999999999999,In-store,Bank Transfer,3
49,67.99,0.21,26.06,In-store,Bank Transfer,3
5,47.54,0.27,18.92,Online,Bank Transfer,4
11,33.78,0.21,6.859999999999999,In-store,Credit Card,2
47,67.81,0.23,15.9,In-store,Credit Card,2
21,25.18,0.39,27.92,In-store,Bank Transfer,3
13,59.08,0.46,24.74,In-store,Bank Transfer,3
36,47.97,0.41,25.81,Online,paypall,5
34,71.15,0.0,7.76,In-store,Bank Transfer,3
31,32.43,0.37,10.16,In-store,Credit Card,2
21,80.29,0.32,13.86,In-store,paypall,0
7,85.38,0.33,27.62,Online,paypall,5
47,51.44,0.37,18.02,Online,Bank Transfer,4
42,11.82,0.33,22.75,Online,paypall,5
31,84.64,0.04999999999999999,15.53,In-store,paypall,0
26,25.73,0.03,23.2,In-store,Credit Card,2
23,3.6400000000000006,0.32,9.79,In-store,Bank Transfer,3
45,7.5,0.45,21.79,Online,Bank Transfer,4
31,93.16,0.31,21.83,In-store,Bank Transfer,3
33,35.03,0.1,9.630000000000003,In-store,Credit Card,2
24,31.76,0.26,7.07,In-store,Credit Card,2
10,66.75,0.04999999999999999,5.949999999999999,Online,Bank Transfer,4
4,59.43,0.45,20.11,In-store,Bank Transfer,3
35,69.15,0.29,6.25,In-store,Credit Card,2
35,43.27,0.35,22.93,In-store,paypall,0
10,78.88,0.13,5.23,Online,paypall,5
47,88.0,0.29,24.34,Online,paypall,5
13,15.61,0.27,15.88,In-store,Credit Card,2
47,12.670000000000002,0.26,11.36,In-store,Bank Transfer,3
27,95.64,0.33,25.88,In-store,Bank Transfer,3
46,11.119999999999997,0.22,19.77,In-store,Credit Card,2
19,48.38,0.18,23.0,In-store,paypall,0
34,48.11,0.43,23.43,In-store,paypall,0
39,91.25,0.25,23.21,In-store,paypall,0
44,37.82,0.09,27.09,Online,Credit Card,1
28,47.23,0.19,15.32,In-store,paypall,0
28,35.27,0.13,15.14,Online,Bank Transfer,4
20,7.200000000000003,0.49,7.690000000000001,Online,Credit Card,1
22,4.359999999999999,0.34,26.46,In-store,Credit Card,2
26,73.32,0.32,7.16,Online,Bank Transfer,4
24,80.05,0.25,10.95,Online,Bank Transfer,4
2,2.289999999999999,0.22,13.14,Online,paypall,5
3,86.03,0.04999999999999999,16.97,In-store,Credit Card,2
16,49.84,0.3,5.4,Online,paypall,5
40,3.8200000000000003,0.31,16.67,In-store,Bank Transfer,3
27,56.17,0.19,14.04,Online,paypall,5
16,11.729999999999997,0.22,5.620000000000001,In-store,Credit Card,2
8,33.63,0.01999999999999999,10.64,In-store,Credit Card,2
32,17.949999999999996,0.5,23.18,Online,Credit Card,1
19,54.05,0.07,28.9,In-store,Bank Transfer,3
18,56.37,0.18,26.59,Online,paypall,5
